date,flair,topic-1,topic-2,topic-3,topic-4,topic-5,topic-6,topic-7,topic-8,topic-9,topic-10,topic-11,topic-12,topic-13,topic-14,topic-15,topic-16,topic-17,topic-18,topic-19,topic-20,topic-21,topic-22,topic-23,topic-24,topic-25
2017-07-31,Business/Finance,633,134,231,352,246,353,57,30,252,118,22,35,48,26,57,70,171,59,5,208,27,7,85,27,56
2017-08-31,Business/Finance,497,106,211,303,215,318,46,22,233,116,18,37,25,13,17,55,55,49,6,210,20,10,62,13,41
2017-09-30,Business/Finance,466,76,220,325,240,342,28,25,272,91,13,26,30,20,17,43,70,32,1,233,31,3,55,12,48
2017-10-31,Business/Finance,399,75,151,258,165,243,50,30,185,78,18,40,29,16,21,53,67,40,0,165,25,8,45,9,42
2017-11-30,Business/Finance,432,79,145,279,137,246,72,21,207,73,32,59,45,18,43,63,76,47,4,146,34,7,57,39,45
2017-12-31,Business/Finance,376,66,140,212,124,229,49,27,155,105,17,48,31,16,20,49,64,39,3,126,53,16,42,17,46
2018-01-31,Business/Finance,441,114,144,233,127,246,95,26,144,109,35,71,24,23,46,72,66,56,4,158,36,21,73,21,66
2018-02-28,Business/Finance,358,60,106,190,104,171,39,19,151,73,24,38,12,14,22,41,70,45,2,90,20,11,98,16,27
2018-03-31,Business/Finance,435,84,131,220,113,216,49,16,147,93,23,41,14,16,28,46,79,41,1,116,25,14,123,8,38
2018-04-30,Business/Finance,322,102,110,207,108,209,30,25,146,98,36,48,16,24,27,49,55,37,3,105,18,12,53,17,40
2018-05-31,Business/Finance,120,66,40,76,45,70,15,9,47,25,17,10,9,10,20,23,21,21,2,45,9,1,43,5,32
2018-06-30,Business/Finance,210,103,49,141,62,113,27,24,73,58,21,30,12,17,22,33,34,38,0,64,5,7,39,7,36
2018-07-31,Business/Finance,248,101,77,133,100,134,38,39,98,73,24,44,28,16,28,49,52,40,2,75,22,14,56,12,47
2018-08-31,Business/Finance,490,147,209,366,426,302,68,44,237,109,43,75,28,16,79,96,46,100,8,209,24,17,68,18,94
2018-09-30,Business/Finance,344,229,166,237,457,238,43,38,196,85,60,104,35,29,56,84,89,111,2,188,23,17,53,14,107
2018-10-31,Business/Finance,362,345,199,266,435,261,28,72,219,73,73,69,28,22,64,110,94,102,3,221,14,8,79,25,154
2018-11-30,Business/Finance,422,399,177,243,370,291,87,95,201,112,80,115,39,36,82,108,128,122,2,247,21,21,53,59,198
2018-12-31,Business/Finance,237,227,107,178,229,167,20,66,145,68,69,54,14,21,47,72,42,64,3,149,5,5,54,14,124
2019-01-31,Business/Finance,309,305,101,218,250,212,29,34,165,104,49,66,32,27,61,86,42,86,4,181,7,12,75,17,160
2019-02-28,Business/Finance,279,445,96,185,214,186,16,32,162,59,36,50,25,16,80,66,108,88,4,211,11,5,72,50,206
2019-03-31,Business/Finance,245,494,113,184,223,170,34,38,144,62,27,44,41,20,89,71,104,77,5,201,9,6,82,65,204
2019-04-30,Business/Finance,277,310,152,189,265,195,42,38,160,76,45,52,24,19,70,81,67,120,4,162,5,7,34,30,132
2019-05-31,Business/Finance,269,263,121,227,271,214,24,86,177,59,89,79,16,33,72,68,72,115,2,150,13,3,25,32,103
2019-06-30,Business/Finance,315,312,144,230,406,207,48,166,156,83,108,88,29,45,79,132,108,130,6,177,21,17,43,18,179
2019-07-31,Business/Finance,394,361,153,267,498,240,41,107,257,84,142,95,22,43,82,179,99,93,9,233,10,11,97,19,175
2019-08-31,Business/Finance,331,177,190,260,761,269,35,73,235,65,88,66,10,25,59,229,45,105,1,231,16,9,43,13,98
2019-09-30,Business/Finance,507,325,244,334,856,314,73,70,280,84,100,88,23,39,43,256,81,114,2,279,26,19,101,15,109
2019-10-31,Business/Finance,404,215,177,256,411,247,76,75,200,91,58,119,25,38,71,136,91,87,6,188,14,20,72,28,111
2019-11-30,Business/Finance,314,222,93,183,123,169,60,63,120,69,79,64,14,43,65,76,65,64,5,126,19,11,54,25,110
2019-12-31,Business/Finance,327,218,76,178,84,179,50,67,225,99,115,81,15,25,57,63,91,75,4,86,11,22,71,26,77
2020-01-31,Business/Finance,399,135,155,274,167,257,63,51,264,90,46,53,29,18,53,93,79,51,3,155,13,18,61,12,81
2020-02-29,Business/Finance,253,126,83,151,80,133,52,34,94,59,45,62,8,8,49,58,43,43,6,74,9,14,58,8,55
2020-03-31,Business/Finance,402,129,162,228,303,207,88,34,160,93,46,91,20,19,42,101,64,51,7,118,30,28,120,24,65
2020-04-30,Business/Finance,466,156,235,254,135,311,122,41,199,107,55,112,32,20,48,135,119,81,8,141,22,17,82,26,85
2020-03-31,Coronavirus,5269,836,6267,3483,1181,2607,2932,131,1905,1045,291,1365,121,188,598,684,604,626,62,1217,171,334,122,303,249
2020-04-30,Coronavirus,3769,525,5344,3071,1150,2265,1622,119,1922,684,235,786,73,159,348,490,423,620,46,1266,154,191,123,218,174
2017-01-31,NonPolitical,2487,695,796,1320,606,1457,708,69,933,753,134,397,101,104,227,411,289,318,41,523,135,128,134,175,155
2017-02-28,NonPolitical,1869,564,590,1008,452,1106,524,68,660,537,172,341,74,116,171,301,188,284,27,418,66,98,85,119,128
2017-03-31,NonPolitical,2670,863,958,1468,759,1587,716,108,930,787,192,424,113,111,223,424,368,348,48,613,114,152,122,166,183
2017-04-30,NonPolitical,2846,892,958,1560,869,1702,811,188,1067,884,192,456,122,132,285,479,327,407,32,700,198,171,134,210,208
2017-05-31,NonPolitical,2609,857,885,1358,676,1554,830,104,860,700,134,391,150,143,266,380,325,375,56,628,146,148,163,173,196
2017-06-30,NonPolitical,2204,666,696,1224,605,1385,588,89,842,593,110,305,113,88,215,382,263,283,41,543,138,102,86,145,178
2017-07-31,NonPolitical,2856,684,1014,1599,797,1837,716,120,1110,801,157,394,151,98,233,461,394,440,52,731,124,130,148,180,217
2017-08-31,NonPolitical,3153,951,1205,1801,821,2078,875,127,1224,999,151,435,122,148,290,486,369,444,59,783,140,157,163,212,243
2017-09-30,NonPolitical,3631,1098,1145,1755,846,2045,1159,131,1224,996,188,542,242,196,322,733,420,519,82,792,135,219,191,202,326
2017-10-31,NonPolitical,3150,983,906,1535,671,1841,1020,146,1006,968,186,508,153,121,295,542,317,406,45,638,148,181,158,217,261
2017-11-30,NonPolitical,3044,889,1046,1535,842,1831,861,132,1014,1045,202,520,157,176,294,611,414,412,56,666,116,192,167,218,256
2017-12-31,NonPolitical,2879,944,851,1425,655,1838,925,134,960,950,129,485,144,101,330,468,251,357,50,559,149,192,117,173,261
2018-01-31,NonPolitical,2495,745,765,1389,576,1581,648,98,936,808,136,415,123,109,253,420,210,374,36,535,113,149,123,145,168
2018-02-28,NonPolitical,2463,831,743,1230,542,1549,794,126,878,734,145,402,117,126,253,440,305,340,51,499,108,124,162,155,205
2018-03-31,NonPolitical,3037,1116,829,1451,688,1845,982,117,1044,942,197,541,157,136,332,543,330,405,61,591,166,180,214,199,274
2018-04-30,NonPolitical,2728,931,949,1348,656,1686,859,90,941,819,149,469,109,123,225,431,232,363,46,577,157,181,132,198,197
2018-05-31,NonPolitical,1284,483,325,617,258,719,446,63,388,413,75,282,68,62,181,264,122,185,25,231,77,106,67,72,138
2018-06-30,NonPolitical,1666,571,520,890,338,953,545,71,508,484,116,290,56,65,190,294,176,254,30,314,80,109,64,110,142
2018-07-31,NonPolitical,2121,784,728,1164,483,1275,670,85,807,697,138,419,92,121,245,352,227,329,46,469,103,146,97,148,194
2018-08-31,NonPolitical,2092,635,659,1201,503,1256,647,122,774,613,128,323,112,72,179,330,225,298,27,511,99,123,119,125,179
2018-09-30,NonPolitical,1564,543,530,841,414,1029,474,60,562,412,102,249,84,63,155,240,191,210,23,384,104,82,71,102,135
2018-10-31,NonPolitical,1978,618,602,958,553,1230,652,93,710,537,128,286,103,91,158,360,194,297,35,441,101,107,113,176,157
2018-11-30,NonPolitical,1694,495,589,950,507,1112,547,82,693,488,129,278,67,70,175,276,130,233,35,429,72,104,69,112,146
2018-12-31,NonPolitical,1649,567,571,899,413,1128,491,62,717,451,95,300,62,55,227,304,169,219,25,423,68,104,73,73,166
2019-01-31,NonPolitical,1591,425,452,876,342,1048,470,79,558,470,114,259,77,77,152,277,146,198,25,352,66,96,47,95,141
2019-02-28,NonPolitical,1601,445,464,859,373,1142,554,59,553,526,88,267,91,54,153,267,160,193,23,334,56,109,55,85,104
2019-03-31,NonPolitical,1857,591,567,1046,432,1376,657,81,646,598,134,318,82,85,182,346,156,238,41,407,89,118,53,134,166
2019-04-30,NonPolitical,1650,656,478,868,397,1098,548,88,590,516,124,307,84,73,227,348,165,266,39,369,61,110,59,91,172
2019-05-31,NonPolitical,1691,572,500,891,420,1114,585,71,561,517,103,291,59,54,194,287,131,264,24,374,74,96,50,104,172
2019-06-30,NonPolitical,1902,586,596,948,475,1142,686,63,548,598,112,350,67,77,239,295,179,274,28,377,73,117,81,125,191
2019-07-31,NonPolitical,1529,542,456,837,382,979,450,86,525,482,114,275,71,75,195,280,169,222,19,346,78,119,78,76,148
2019-08-31,NonPolitical,1482,482,408,799,373,900,496,62,538,427,118,250,54,45,159,265,163,222,20,347,58,75,100,101,125
2019-09-30,NonPolitical,1832,550,562,973,356,1110,684,74,596,562,123,352,86,72,163,306,168,267,42,337,82,120,59,134,150
2019-10-31,NonPolitical,1966,633,570,923,389,1121,766,106,648,606,85,337,79,76,171,407,180,267,46,352,87,127,84,118,142
2019-11-30,NonPolitical,2261,814,714,1152,586,1328,790,105,753,675,159,420,89,117,253,381,241,260,33,442,111,159,76,156,151
2019-12-31,NonPolitical,2312,699,776,1101,428,1272,891,87,761,590,134,370,92,111,212,440,200,315,36,432,82,130,92,138,194
2020-01-31,NonPolitical,2092,635,807,1067,421,1234,750,79,688,563,118,350,97,97,216,333,182,271,42,422,59,126,56,144,164
2020-02-29,NonPolitical,2257,744,868,1179,546,1327,743,76,731,635,126,417,87,104,235,379,182,272,40,501,97,165,74,130,138
2020-03-31,NonPolitical,3068,829,2124,1662,615,1826,1377,145,1009,820,195,667,97,96,347,499,233,443,56,588,129,212,129,164,256
2020-04-30,NonPolitical,2267,578,1233,1387,510,1440,970,123,863,712,143,482,101,96,255,424,217,358,41,453,86,148,57,152,167
2017-01-31,Policy/Economy,604,118,265,370,216,301,84,20,251,86,32,53,24,40,37,55,151,45,5,253,43,11,78,52,28
2017-02-28,Policy/Economy,463,71,182,247,161,248,64,9,169,93,24,44,9,15,19,38,143,46,6,173,42,9,65,21,11
2017-03-31,Policy/Economy,929,141,429,503,327,428,101,36,370,109,55,77,17,37,45,73,257,94,22,303,67,14,78,63,45
2017-04-30,Policy/Economy,799,123,349,475,310,403,85,12,334,109,22,37,25,26,31,57,195,49,10,322,68,8,71,46,28
2017-05-31,Policy/Economy,850,136,385,455,309,424,90,18,330,121,42,57,17,31,32,64,184,78,14,345,72,13,69,38,41
2017-06-30,Policy/Economy,1547,196,585,654,404,584,214,40,474,186,131,180,24,59,53,126,344,168,11,379,87,27,188,64,52
2017-07-31,Policy/Economy,1155,145,427,565,328,568,87,25,420,171,55,77,17,37,40,73,257,88,15,384,67,25,154,52,52
2017-08-31,Policy/Economy,1018,142,414,518,347,505,105,36,419,145,36,75,10,43,50,68,186,78,23,339,70,27,85,54,32
2017-09-30,Policy/Economy,1408,161,475,629,380,557,203,26,426,226,61,76,23,64,57,128,248,133,16,398,92,19,172,86,49
2017-10-31,Policy/Economy,1007,142,359,511,341,457,101,26,361,154,56,52,12,42,25,72,183,78,4,344,56,13,129,49,31
2017-11-30,Policy/Economy,960,136,367,391,274,357,110,20,277,138,44,63,8,62,30,74,235,79,6,251,45,14,132,44,27
2017-12-31,Policy/Economy,794,95,372,385,236,358,107,16,304,112,42,53,10,40,30,54,173,53,6,245,66,12,122,52,23
2018-01-31,Policy/Economy,805,97,305,371,223,323,76,28,298,119,45,72,13,61,33,61,152,48,11,220,42,13,100,65,27
2018-02-28,Policy/Economy,450,64,214,247,127,222,74,10,157,68,32,35,13,23,27,63,117,72,6,136,27,10,67,16,25
2018-03-31,Policy/Economy,633,80,209,290,178,279,67,12,270,101,32,35,9,65,27,49,123,54,6,180,43,12,74,45,23
2018-04-30,Policy/Economy,599,64,214,314,190,268,72,21,229,67,24,42,11,106,18,41,86,50,2,159,38,3,76,25,21
2018-05-31,Policy/Economy,196,39,102,126,74,108,42,12,76,42,22,13,6,44,14,11,44,21,2,71,23,4,11,12,13
2018-06-30,Policy/Economy,191,37,88,119,61,110,29,7,85,41,7,12,5,56,7,18,41,11,12,72,12,3,17,11,13
2018-07-31,Policy/Economy,378,64,145,196,130,187,69,13,157,55,25,40,14,40,13,50,73,47,5,129,25,14,38,17,17
2018-08-31,Policy/Economy,270,30,123,164,101,147,31,3,114,48,12,11,7,36,7,12,46,22,4,108,15,2,30,7,9
2018-09-30,Policy/Economy,254,39,125,165,119,145,52,22,108,47,20,35,8,46,18,31,41,40,4,104,11,12,21,16,15
2018-10-31,Policy/Economy,214,14,103,130,86,125,33,6,89,47,6,21,4,43,11,19,44,21,1,83,5,7,28,11,8
2018-11-30,Policy/Economy,298,37,129,180,116,172,49,7,141,61,17,17,7,39,16,37,43,23,3,105,17,7,19,10,16
2018-12-31,Policy/Economy,424,68,154,200,135,182,85,10,145,99,22,29,12,43,19,51,79,38,4,110,24,9,23,21,28
2019-01-31,Policy/Economy,291,65,130,166,104,171,62,19,121,43,17,29,10,67,18,51,68,30,6,101,18,6,19,23,33
2019-02-28,Policy/Economy,389,55,152,200,100,211,80,40,154,68,22,46,6,47,30,76,79,50,18,97,21,14,52,20,47
2019-03-31,Policy/Economy,328,65,142,192,108,182,78,27,172,91,21,53,2,37,31,59,52,58,10,106,16,17,14,21,32
2019-04-30,Policy/Economy,304,41,153,187,101,179,54,17,130,87,15,38,5,44,35,27,66,46,16,112,23,7,22,16,21
2019-05-31,Policy/Economy,312,45,136,183,100,164,68,16,138,74,67,73,9,40,36,51,54,105,6,98,15,9,29,18,23
2019-06-30,Policy/Economy,489,129,218,249,138,254,105,18,200,118,38,72,4,43,42,59,126,40,12,160,50,25,32,34,30
2019-07-31,Policy/Economy,399,65,173,200,127,211,79,12,154,79,24,44,6,38,26,52,107,45,23,124,39,15,47,31,24
2019-08-31,Policy/Economy,505,143,252,232,120,228,135,11,188,103,54,70,4,51,50,68,122,43,8,142,51,23,46,29,26
2019-09-30,Policy/Economy,532,86,179,217,103,220,114,15,164,84,44,56,8,52,35,78,138,60,15,108,42,6,101,35,25
2019-10-31,Policy/Economy,547,76,266,287,147,285,84,12,217,100,44,63,11,57,39,52,140,77,16,165,49,19,76,51,20
2019-11-30,Policy/Economy,693,109,373,333,188,306,131,14,267,122,42,113,15,68,52,84,198,96,36,187,50,19,62,75,32
2019-12-31,Policy/Economy,942,157,374,527,208,494,254,19,315,247,55,109,11,84,55,103,226,84,35,200,48,30,44,74,36
2020-01-31,Policy/Economy,526,70,232,305,158,281,101,20,184,154,25,62,10,45,36,66,136,58,11,162,48,20,48,39,40
2020-02-29,Policy/Economy,515,86,250,291,162,281,93,31,223,94,35,49,12,57,30,94,143,63,15,174,28,13,63,37,50
2020-03-31,Policy/Economy,717,105,438,358,185,346,188,28,246,124,54,102,11,43,50,89,156,111,33,190,45,23,95,51,31
2020-04-30,Policy/Economy,714,93,533,413,200,347,188,16,268,125,80,97,24,59,44,97,179,138,19,206,36,21,77,58,37
2017-01-31,Politics,1277,211,473,808,288,579,408,33,432,251,69,138,42,54,45,151,170,149,18,430,72,49,65,113,80
2017-02-28,Politics,937,155,385,601,229,475,315,32,387,159,44,96,27,39,50,119,116,113,18,375,56,29,39,61,42
2017-03-31,Politics,2101,327,877,1257,583,963,611,31,758,324,112,171,53,103,122,179,347,208,27,753,107,60,72,105,89
2017-04-30,Politics,2166,308,970,1332,648,1198,627,52,849,427,97,207,42,98,130,230,324,207,46,837,123,63,98,132,80
2017-05-31,Politics,2425,330,1106,1574,734,1307,546,55,980,484,128,226,45,127,106,231,316,235,87,920,125,55,106,179,82
2017-06-30,Politics,2600,317,1078,1697,746,1250,592,54,1013,405,143,196,62,80,91,257,340,231,33,1069,146,50,114,123,95
2017-07-31,Politics,2459,331,1043,1616,792,1377,636,77,1102,452,95,194,65,93,116,247,265,232,38,1079,104,48,70,170,94
2017-08-31,Politics,2522,317,1285,1673,823,1398,655,53,1126,445,98,187,49,127,108,218,266,214,42,1024,102,52,111,166,101
2017-09-30,Politics,2367,322,1025,1594,726,1272,622,61,1016,406,122,219,52,95,138,214,243,257,47,988,115,59,96,136,94
2017-10-31,Politics,2459,335,941,1629,584,1043,728,53,809,439,128,239,50,93,104,243,302,229,26,924,92,61,85,151,129
2017-11-30,Politics,2005,300,801,1271,594,1037,552,71,742,376,108,190,41,81,104,191,234,183,30,778,78,45,85,146,90
2017-12-31,Politics,2104,284,836,1290,558,1012,619,61,775,369,112,225,56,58,113,203,241,218,25,737,100,65,57,120,102
2018-01-31,Politics,2100,312,862,1316,523,1011,625,49,822,420,101,197,91,96,94,205,251,222,24,776,93,57,72,134,81
2018-02-28,Politics,1962,309,815,1268,474,905,584,51,691,339,102,162,54,92,115,196,234,159,22,911,124,42,109,110,103
2018-03-31,Politics,1704,296,710,1058,482,878,491,68,745,331,103,159,39,81,91,170,230,204,28,662,102,57,65,119,89
2018-04-30,Politics,2698,431,1206,1622,590,1256,1014,59,1040,496,165,283,46,115,142,282,266,301,42,899,107,82,91,204,134
2018-05-31,Politics,1681,241,595,1030,309,731,601,56,561,331,102,180,37,72,83,178,181,174,13,515,71,55,47,87,70
2018-06-30,Politics,1547,331,567,986,328,696,469,33,531,363,87,177,39,77,93,179,179,154,21,473,77,84,56,99,59
2018-07-31,Politics,1451,259,557,915,304,657,455,28,555,296,58,139,42,48,88,137,151,150,24,541,67,40,49,101,62
2018-08-31,Politics,1299,211,518,846,300,629,434,37,508,265,91,131,28,76,72,105,150,135,27,522,73,40,43,86,59
2018-09-30,Politics,1238,198,475,824,345,602,385,38,513,199,69,142,41,46,78,121,104,115,15,516,53,48,49,73,68
2018-10-31,Politics,1032,168,448,679,267,490,350,30,402,166,55,113,20,53,56,106,125,92,23,435,43,32,31,65,56
2018-11-30,Politics,1227,168,470,777,291,572,394,43,457,261,58,128,24,37,54,118,111,114,11,424,49,52,26,64,41
2018-12-31,Politics,1454,263,579,928,343,665,490,42,537,291,95,159,28,66,88,155,151,173,16,495,56,47,41,96,76
2019-01-31,Politics,1024,180,375,718,239,460,311,33,368,186,64,85,25,56,43,91,149,116,6,380,49,30,36,64,55
2019-02-28,Politics,2178,281,771,1322,588,1143,725,47,780,560,116,206,33,73,96,243,219,194,21,680,52,61,46,105,81
2019-03-31,Politics,2577,308,896,1635,612,1348,947,55,917,535,129,222,54,86,115,291,164,231,30,847,62,67,53,125,96
2019-04-30,Politics,2206,309,669,1453,445,1026,792,43,759,449,106,194,70,97,113,269,143,203,23,703,85,76,48,101,91
2019-05-31,Politics,2757,359,883,1816,525,1169,986,27,827,478,139,277,58,81,129,258,181,232,42,837,102,93,57,176,90
2019-06-30,Politics,994,135,408,651,287,543,284,28,385,182,41,86,25,31,54,110,95,95,14,386,45,23,28,59,41
2019-07-31,Politics,794,115,360,478,232,501,272,16,341,198,56,107,18,42,42,84,110,99,13,294,33,41,34,53,45
2019-08-31,Politics,1709,217,786,1055,444,899,551,48,679,385,118,206,23,52,112,197,180,217,41,604,73,46,44,95,72
2019-09-30,Politics,1773,253,675,1164,373,891,548,29,573,366,120,199,25,60,79,193,178,187,38,601,69,45,48,91,71
2019-10-31,Politics,1466,229,621,937,366,739,495,33,553,292,84,155,40,46,70,147,139,173,23,486,42,36,52,68,58
2019-11-30,Politics,1386,253,579,740,311,658,521,34,431,323,89,186,32,63,83,167,199,193,22,365,65,55,47,84,60
2019-12-31,Politics,6259,931,2869,3371,1203,2768,2596,109,1980,1305,402,772,81,213,320,801,869,714,120,1411,186,268,127,448,233
2020-01-31,Politics,3360,533,1482,2008,744,1740,1314,74,1317,709,223,476,75,123,193,421,319,445,67,1001,136,140,83,265,146
2020-02-29,Politics,2292,343,1038,1396,508,1101,901,39,844,428,175,304,61,97,104,249,194,302,66,762,90,74,62,146,97
2020-03-31,Politics,1781,220,1072,1115,336,806,749,28,595,319,141,265,34,61,95,198,200,254,21,490,45,63,79,104,66
2020-04-30,Politics,1464,211,902,909,273,711,643,22,533,321,90,184,32,53,102,203,166,186,14,414,47,68,44,107,84
2017-01-31,Science/Technology,349,103,125,207,118,224,53,11,175,113,19,45,46,21,23,65,44,52,11,115,19,14,12,19,27
2017-02-28,Science/Technology,301,54,122,217,127,223,46,19,177,85,28,30,41,44,13,41,54,54,7,113,9,11,7,9,20
2017-03-31,Science/Technology,349,69,139,275,139,216,41,19,168,83,33,25,59,26,18,42,60,48,6,112,12,7,14,12,29
2017-04-30,Science/Technology,423,88,153,268,168,298,81,15,215,121,29,52,67,21,19,64,74,61,13,135,23,18,9,20,28
2017-05-31,Science/Technology,486,85,216,344,229,365,61,19,267,135,22,41,40,23,32,64,48,67,8,190,29,14,12,32,34
2017-06-30,Science/Technology,359,88,154,251,170,277,55,22,229,84,25,39,43,31,24,57,66,71,3,144,32,10,8,17,25
2017-07-31,Science/Technology,405,68,151,264,159,284,24,22,221,116,21,28,79,20,29,67,69,72,5,141,17,7,10,14,49
2017-08-31,Science/Technology,452,112,154,242,158,300,56,45,261,146,30,48,137,42,40,74,130,60,16,146,40,20,26,16,69
